Table S1: DESeq2 differential gene expression analysis of Staphylococcus aureus USA300 wild type after AGXX® treatment ,,,,,,,,,,,,,
USA300-numbers,COL-numbers,Gene symbol,Operon,Regulon,Function,Base mean,A-value,M-value,Fold change,Standard error,Wald statistic,P-value,Adjusted P-value
USA300HOU_2532,SACOL2554,cidB,cidCBA,CidR,hypothetical membrane protein,4245.38,12.05,3.25,9.54,0.14,23.52,2.8496E-122,6.60E-121
USA300HOU_0792,SACOL0829,trxB,trxB,PerR,thioredoxin-disulfide reductase,27587.27,14.75,3.24,9.44,0.15,21.98,4.5008E-107,8.96E-106
USA300HOU_2171,SACOL2169,USA300HOU_2171,SACOL2168 SACOL2169 SACOL2170,SigB,possible Iuc family aerobactin synthesis protein,3269.95,11.68,3.24,9.44,0.13,24.55,4.2035E-133,1.14E-131
USA300HOU_0226,SACOL0198,iolE,SACOL0196 mviM iolE,AgrA,sugar phosphate isomerase/epimerase,1630.19,10.67,3.24,9.44,0.18,18.11,2.43038E-73,2.84E-72
USA300HOU_0248,SACOL0219,USA300HOU_0248,SACOL0219 hmp,NsrR,hypothetical protein,266.67,8.06,3.19,9.15,0.26,12.24,1.80338E-34,9.43E-34
USA300HOU_0225,SACOL0197,mviM,SACOL0196 mviM iolE,AgrA,NADH-dependent dehydrogenase,1232.32,10.27,3.16,8.94,0.18,17.64,1.16391E-69,1.25E-68
USA300HOU_0721,SACOL0757,deoR,deoR,FruR,DeoR family transcriptional regulator,9074.25,13.15,3.15,8.90,0.53,5.94,2.77396E-09,6.05E-09
USA300HOU_2014,SACOL2007,dapE,dapE,-,succinyl-diaminopimelate desuccinylase,756.51,9.56,3.13,8.78,0.21,14.92,2.28093E-50,1.73E-49
USA300HOU_2686,SACOL2708,mtsB,mtsA mtsB mtsC SACOL2710,GraRS,cobalt ABC transporter ATPase,1908.54,10.90,3.12,8.68,0.15,20.77,8.61937E-96,1.40E-94
USA300HOU_2701,SACOL2722,USA300HOU_2701,SACOL2722,-,N-acetyltransferase,580.99,9.18,3.11,8.62,0.19,16.58,9.51296E-62,8.94E-61
USA300HOU_2124,SACOL2127,USA300HOU_2124,SACOL2127,GraRS,hypothetical membrane protein,4199.15,12.04,3.08,8.48,0.16,19.54,5.30212E-85,7.50E-84
USA300HOU_0762,SACOL0799,sstD,sstABCD,Fur,"siderophore-Fe(III) ABC transporter,lipoprotein",5872.96,12.52,3.06,8.36,0.19,16.17,8.47861E-59,7.45E-58
USA300HOU_2133,SACOL2136,ylbE,ylbE,SigB,putative NAD dependent epimerase,1614.27,10.66,3.02,8.12,0.17,17.97,3.4817E-72,3.90E-71
USA300HOU_1537,SACOL1594,gcvPA,gcvPB gcvPA gcvT,GraRS,glycine dehydrogenase (decarboxylating) subunit 1,23939.83,14.55,3.02,8.12,0.13,22.60,4.2274E-113,9.02E-112
USA300HOU_1536,SACOL1593,gcvPB,gcvPB gcvPA gcvT,GraRS,glycine dehydrogenase (decarboxylating) subunit 2,32327.78,14.98,3.01,8.08,0.13,22.45,1.3996E-111,2.92E-110
USA300HOU_0215,SACOL0187,rlp,oppB SACOL0186 rlp ggt,MgrA,ABC-type dipeptide transport system periplasmic component-like protein,573.51,9.16,3.01,8.05,0.19,15.66,3.01781E-55,2.50E-54
USA300HOU_0249,SACOL0220,hmp,SACOL0219 hmp,NsrR,flavohemoprotein,2699.01,11.40,3.00,8.01,0.24,12.74,3.5047E-37,1.96E-36
USA300HOU_2110,SACOL2114,aldA,SACOL2114,SigB,aldehyde dehydrogenase,8317.91,13.02,2.99,7.96,0.14,22.07,6.8355E-108,1.39E-106
USA300HOU_2582,SACOL2605,USA300HOU_2582,SACOL2605,SigB,hypothetical protein,779.36,9.61,2.96,7.80,0.19,15.48,5.09368E-54,4.12E-53
USA300HOU_0224,SACOL0196,USA300HOU_0224,SACOL0196 mviM iolE,AgrA,Gfo/Idh/MocA family oxidoreductase,1354.74,10.40,2.95,7.75,0.18,16.49,4.45189E-61,4.14E-60
USA300HOU_0061,-,USA300HOU_0061,-,-,hypothetical protein,5.92,2.56,2.95,7.72,1.05,2.82,0.004861242,7.09E-03
USA300HOU_2041,SACOL2033,USA300HOU_2041,SACOL2033 yedE,-,hypothetical protein,214.07,7.74,2.94,7.68,0.24,12.21,2.82924E-34,1.47E-33
USA300HOU_0133,SACOL0106,sbnG,sbnABCDEFGHI,Fur,HpcH/HpaI family aldolase,386.90,8.60,2.91,7.54,0.23,12.90,4.5857E-38,2.64E-37
USA300HOU_0070,-,arcA,-,-,arginine deiminase,418.76,8.71,2.91,7.50,0.20,14.70,6.40278E-49,4.74E-48
USA300HOU_1538,SACOL1595,gcvT,gcvPB gcvPA gcvT,GraRS,aminomethyltransferase,12901.75,13.66,2.90,7.48,0.14,21.46,3.3166E-102,6.13E-101
USA300HOU_0464,SACOL0506,USA300HOU_0464,metN1-SACOL0505-SACOL0506,CymR,"ABC transporter, binding protein",1075.75,10.07,2.90,7.47,0.17,16.80,2.47787E-63,2.40E-62
USA300HOU_0830,SACOL0868,USA300HOU_0830,SACOL0868,SigB,hypothetical protein,2799.15,11.45,2.89,7.41,0.24,11.97,4.95781E-33,2.48E-32
USA300HOU_2179,SACOL2177,USA300HOU_2179,SACOL2177,-,"alcohol dehydrogenase, zinc-containing",2133.80,11.06,2.89,7.39,0.15,19.86,9.2329E-88,1.36E-86
USA300HOU_0069,-,arcD,-,-,arginine/oirnithine antiporter,579.84,9.18,2.88,7.38,0.17,17.28,7.18446E-67,7.34E-66
USA300HOU_2125,SACOL2128,pdp,pdp,GraRS,pyrimidine nucleoside phosphorylase,8250.01,13.01,2.88,7.36,0.15,19.28,8.59912E-83,1.16E-81
USA300HOU_0289,SACOL0263,lytM,lytM,-,peptidoglycan hydrolase LytM,2048.50,11.00,2.88,7.34,0.14,20.70,3.61253E-95,5.81E-94
USA300HOU_0180,SACOL0153,USA300HOU_0180,SACOL0152 SACOL0153,GraRS,hypothetical membrane protein,662.99,9.37,2.87,7.33,0.18,16.21,4.42407E-59,3.94E-58
USA300HOU_2181,SACOL2179,USA300HOU_2181,SACOL2179,-,hypothetical protein,2163.30,11.08,2.86,7.28,0.16,17.47,2.53176E-68,2.65E-67
USA300HOU_1787,SACOL1847,USA300HOU_1787,SACOL1847,MgrA,hypothetical protein,7195.60,12.81,2.86,7.25,0.20,14.60,3.02064E-48,2.21E-47
USA300HOU_1065,SACOL1141,isdC,isdABCDEFG,Fur,iron (Fe2+)-regulated surface determinant protein IsdC,270.81,8.08,2.86,7.24,0.22,12.95,2.44197E-38,1.42E-37
USA300HOU_2638,SACOL2660,isaB,isaB,MgrA,immunodominant antigen B,6409.56,12.65,2.84,7.18,0.20,14.25,4.48672E-46,3.14E-45
USA300HOU_2203,-,USA300HOU_2203,-,-,hypothetical protein,5.85,2.55,2.84,7.16,1.14,2.50,0.012406432,1.74E-02
USA300HOU_1236,SACOL1325,bsaA,bsaA,AgrA,glutathione peroxidase,2350.05,11.20,2.83,7.11,0.15,18.76,1.69308E-78,2.11E-77
USA300HOU_2170,SACOL2168,USA300HOU_2170,SACOL2168 SACOL2169 SACOL2170,SigB,hypothetical protein,1846.18,10.85,2.82,7.06,0.14,20.77,8.4839E-96,1.39E-94
USA300HOU_0079,-,opp-3B,-,-,"oligopeptide permease, channel-forming protein",1931.37,10.92,2.82,7.04,0.14,19.94,1.76123E-88,2.63E-87
USA300HOU_2462,SACOL2481,USA300HOU_2462,SACOL2481,SigB,hypothetical protein,383.17,8.58,2.80,6.98,0.21,13.67,1.56763E-42,9.89E-42
USA300HOU_2670,-,USA300HOU_2670,-,-,hypothetical protein,224.99,7.81,2.80,6.98,0.29,9.75,1.9001E-22,6.80E-22
USA300HOU_0507,SACOL0557,cysK,cysK,CymR,cysteine synthase,19959.58,14.28,2.80,6.98,0.16,18.01,1.49989E-72,1.70E-71
USA300HOU_1809,SACOL1872,epiE,epiGEFPDCBA,SigB,"epidermin ABC transporter, membrane protein",493.60,8.95,2.80,6.96,0.21,13.47,2.50885E-41,1.54E-40
USA300HOU_2455,SACOL2473,cntD,SACOL2471 cntF cntD cnzC cntB cntA,AgrA,peptide ABC transporter ATP-binding protein,1186.69,10.21,2.79,6.94,0.20,14.25,4.55782E-46,3.18E-45
USA300HOU_0287,SACOL0261,USA300HOU_0287,SACOL0261,-,drug transporter,1384.48,10.44,2.79,6.90,0.22,12.80,1.58524E-37,8.95E-37
USA300HOU_0779,SACOL0815,saHPF,saHPF,-,ribosomal subunit interface protein,69393.43,16.08,2.79,6.89,0.46,6.11,9.91081E-10,2.22E-09
USA300HOU_0247,SACOL0218,USA300HOU_0247,SACOL0218,-,hypothetical protein,54.13,5.76,2.77,6.84,0.49,5.63,1.84885E-08,3.85E-08
USA300HOU_0544,SACOL0597,hchA,hchA,SigB,ThiJ/PfpI family protein,20633.04,14.33,2.76,6.76,0.14,19.55,3.9841E-85,5.66E-84
USA300HOU_0607,SACOL0656,ywqN,ywqN,GraRS,putative flavodoxin,7701.76,12.91,2.76,6.76,0.16,17.64,1.2492E-69,1.34E-68
USA300HOU_2317,SACOL2330,USA300HOU_2317,SACOL2330,AgrA,hypothetical protein,963.78,9.91,2.75,6.73,0.15,17.90,1.25087E-71,1.38E-70
USA300HOU_2042,SACOL2034,yedE,SACOL2033 yedE,CymR,hypothetical membrane protein,543.50,9.09,2.75,6.73,0.17,15.90,6.03947E-57,5.09E-56
USA300HOU_0363,SACOL0413,ydaF,ydaF,-,ribosomal-protein-serine N-acetyltransferase,750.48,9.55,2.73,6.63,0.18,14.89,3.97261E-50,3.01E-49
USA300HOU_1478,-,USA300HOU_1478,-,-,hypothetical bacteriophage protein,4.10,2.04,2.72,6.59,1.28,2.12,0.033765594,4.48E-02
USA300HOU_0223,SACOL0195,malD,malKEFD,GraRS,"maltose ABC transporter, permease",845.26,9.72,2.69,6.46,0.18,14.75,3.07014E-49,2.30E-48
USA300HOU_0668,SACOL0704,fhuA,fhuABG,Fur,"iron (Fe3+) ABC transporter, ATP-binding protein",5685.11,12.47,2.68,6.40,0.14,19.14,1.25451E-81,1.68E-80
USA300HOU_2029,SACOL2021,amiE,amiE,-,nitrilase/cyanide hydratase and apolipoprotein N-acyltransferase,2415.19,11.24,2.68,6.39,0.14,19.42,4.77702E-84,6.65E-83
USA300HOU_0067,-,arcB,-,-,ornithine carbamoyltransferase,1014.50,9.99,2.67,6.38,0.18,15.00,7.20439E-51,5.53E-50
USA300HOU_0214,SACOL0186,USA300HOU_0214,oppB SACOL0186 rlp ggt,MgrA,"oligopeptide ABC transporter, membrane protein",161.05,7.33,2.67,6.36,0.29,9.08,1.04346E-19,3.44E-19
USA300HOU_1413,SACOL1516,rpsA,rpsA,-,30S ribosomal protein S1,34988.18,15.09,2.65,6.27,0.13,19.98,8.07161E-89,1.21E-87
USA300HOU_0187,SACOL0159,ssuC,ssuA ssuC SACOL0160,-,ABC transporter permease,392.71,8.62,2.63,6.20,0.19,13.56,6.71695E-42,4.16E-41
USA300HOU_2454,SACOL2472,cntF,SACOL2471 cntF cntD cnzC cntB cntA,AgrA,peptide ABC transporter ATP-binding protein,1038.75,10.02,2.63,6.18,0.18,14.70,6.10079E-49,4.53E-48
USA300HOU_2186,SACOL2184,lacC,lacGEFDCBA SACOL2187,MgrA,tagatose-6-phosphate kinase,22.48,4.49,2.63,6.17,0.59,4.48,7.388E-06,1.34E-05
USA300HOU_0919,SACOL0963,argH,argH argG,ArgR,argininosuccinate lyase,10735.49,13.39,2.63,6.17,0.41,6.37,1.90772E-10,4.42E-10
USA300HOU_0349,SACOL0399,USA300HOU_0349,SACOL0399,SigB,possible dehydrogenase,2645.20,11.37,2.62,6.16,0.15,18.03,1.21219E-72,1.39E-71
USA300HOU_1419,SACOL1522,ebpS,ebpS,GraRS,elastin-binding protein,17138.02,14.06,2.62,6.15,0.13,20.60,2.62296E-94,4.20E-93
USA300HOU_1278,SACOL1369,rpmG2,rpmG1,-,50S ribosomal protein L33,23973.20,14.55,2.62,6.15,0.19,14.15,1.98362E-45,1.37E-44
USA300HOU_1498,SACOL1540,xerD,xerD fur,-,tyrosine recombinase XerD,6627.59,12.69,2.62,6.15,0.16,16.29,1.14781E-59,1.03E-58
USA300HOU_0931,SACOL0977,yitW,yitW,GraRS,hypothetical protein,10230.83,13.32,2.61,6.11,0.13,19.44,3.49281E-84,4.89E-83
USA300HOU_1389,SACOL1491,USA300HOU_1389,SACOL1491 nth dnaD,-,hypothetical protein,2265.27,11.15,2.61,6.11,0.14,18.57,5.73811E-77,7.01E-76
USA300HOU_1786,SACOL1846,USA300HOU_1786,SACOL1846,-,hypothetical protein,5792.59,12.50,2.61,6.09,0.19,13.80,2.39542E-43,1.55E-42
USA300HOU_0078,-,USA300HOU_0078,-,-,peptide ABC transporter peptide-binding protein,2609.54,11.35,2.60,6.07,0.15,17.20,2.45105E-66,2.49E-65
USA300HOU_2022,-,USA300HOU_2022,-,-,hypothetical protein,218.09,7.77,2.58,5.99,0.26,10.07,7.88461E-24,2.98E-23
USA300HOU_0066,-,arcC,-,-,carbamate kinase,1287.58,10.33,2.57,5.94,0.16,16.05,5.72421E-58,4.90E-57
USA300HOU_2685,SACOL2707,mtsC,mtsA mtsB mtsC SACOL2710,GraRS,"cobalt (Co2 ) ABC superfamily ATP binding cassette transporter, membrane protein",648.41,9.34,2.56,5.90,0.18,14.09,4.12467E-45,2.83E-44
USA300HOU_0240,SACOL0211,fadA,fadAB,CcpA,acetyl-CoA acetyltransferase,321.69,8.33,2.56,5.90,0.21,12.21,2.7661E-34,1.44E-33
USA300HOU_1348,SACOL1449,sucA,sucB sucA,AgrA,2-oxoglutarate dehydrogenase E1 component,30769.62,14.91,2.55,5.87,0.19,13.32,1.68254E-40,1.01E-39
USA300HOU_1442,SACOL0378,USA300HOU_1442,SACOL0376 - SACOL0386,-,hypothetical protein,5.81,2.54,2.55,5.84,1.04,2.44,0.014808428,2.06E-02
USA300HOU_0134,SACOL0107,sbnH,sbnABCDEFGHI,Fur,diaminopimelate decarboxylase,583.38,9.19,2.55,5.84,0.21,12.39,2.95192E-35,1.57E-34
USA300HOU_1390,SACOL1492,nth,SACOL1491 nth dnaD,-,endonuclease III,3212.91,11.65,2.54,5.82,0.14,18.32,6.14852E-75,7.41E-74
USA300HOU_2303,SACOL2316,glvC,glvC,CcpA,"PTS system, IIBC components",1376.14,10.43,2.54,5.81,0.16,15.55,1.57402E-54,1.29E-53
USA300HOU_2566,SACOL2587,acrA,acrA,-,"transcriptional regulator, AcrR",486.14,8.93,2.54,5.80,0.20,12.99,1.33598E-38,7.82E-38
USA300HOU_2286,SACOL2296,gyaR,gyaR,-,D-isomer specific 2-hydroxyacid dehydrogenase family protein,6748.75,12.72,2.53,5.77,0.21,12.31,7.6887E-35,4.07E-34
USA300HOU_0080,-,opp-3C,-,-,"oligopeptide permease, channel-forming protein",1519.42,10.57,2.51,5.71,0.14,17.61,2.18336E-69,2.31E-68
USA300HOU_0068,-,USA300HOU_0068,-,-,cyclic nucleotide-binding domain-containing protein,259.80,8.02,2.51,5.69,0.21,12.07,1.61067E-33,8.21E-33
USA300HOU_1982,-,USA300HOU_1982,-,-,phi PVL/orf 52-like protein,23.11,4.53,2.50,5.65,0.63,3.98,6.80345E-05,1.15E-04
USA300HOU_0423,SACOL0469,ssl2,ssl2,-,superantigen-like protein 2,104.54,6.71,2.50,5.65,0.31,8.12,4.68167E-16,1.37E-15
USA300HOU_1443,SACOL0377,USA300HOU_1443,SACOL0376 - SACOL0386,-,hypothetical protein,3.68,1.88,2.49,5.63,1.18,2.11,0.035179436,4.65E-02
USA300HOU_0364,SACOL0414,efeO,efeOBU,Fur,iron (Fe2+)-binding lipoprotein,153.35,7.26,2.49,5.62,0.26,9.66,4.54417E-22,1.61E-21
USA300HOU_2558,SACOL2578,crtQ,crtNMQIO,SigB,glycosyltransferase,725.08,9.50,2.49,5.60,0.20,12.27,1.35172E-34,7.11E-34
USA300HOU_2393,SACOL2410,tcyC,tcyABC,CymR,"ABC transporter,  ATP-binding protein",13277.36,13.70,2.48,5.59,0.14,18.06,6.22692E-73,7.21E-72
USA300HOU_2021,SACOL2014,USA300HOU_2021,SACOL2014,-,phage terminase,447.21,8.80,2.47,5.53,0.24,10.26,1.03222E-24,4.00E-24
USA300HOU_1066,SACOL1142,isdD,isdABCDEFG,Fur,"hemoglobin iron ABC transporter, membrane component IsdD",295.82,8.21,2.46,5.50,0.21,11.52,1.05029E-30,4.91E-30
USA300HOU_0927,SACOL0973,mhpD,mhpD,GraRS,2-keto-4-pentenoate hydratase,19302.06,14.24,2.46,5.49,0.14,16.96,1.64514E-64,1.62E-63
USA300HOU_0918,SACOL0962,glpQ,glpQ,SigB,glycerophosphoryl diester phosphodiesterase,384.23,8.59,2.46,5.49,0.23,10.67,1.38292E-26,5.66E-26
USA300HOU_1391,SACOL1493,dnaD,SACOL1491 nth dnaD,-,DNA replication protein DnaD,2416.58,11.24,2.46,5.48,0.14,17.08,2.11595E-65,2.12E-64
USA300HOU_1782,SACOL1842,yidD,yidD,Rot,Putative membrane protein insertion efficiency factor,2218.53,11.12,2.45,5.46,0.20,12.49,8.03413E-36,4.34E-35
USA300HOU_2445,SACOL2463,pepA2,pepA2,-,M42 family glutamyl aminopeptidase,4333.49,12.08,2.45,5.45,0.16,15.73,9.02544E-56,7.53E-55
USA300HOU_0472,SACOL0514,gltB,gltB gltD,MgrA,"glutamate synthase (NADPH), large subunit",17343.88,14.08,2.44,5.43,0.18,13.59,4.68971E-42,2.92E-41
USA300HOU_2703,SACOL2724,vraD,vraD vraE SACOL2726,-,ABC transporter ATP-binding protein,27.41,4.78,2.44,5.41,0.54,4.49,7.27239E-06,1.32E-05
USA300HOU_1927,SACOL1987,USA300HOU_1927,SACOL1987,SigB,hypothetical protein,3561.41,11.80,2.43,5.38,0.16,14.75,3.1041E-49,2.32E-48
USA300HOU_0216,SACOL0188,ggt,oppB SACOL0186 rlp ggt,MgrA,T3 family gamma-glutamyltransferase,1140.69,10.16,2.43,5.38,0.14,17.20,2.69766E-66,2.73E-65
USA300HOU_2556,SACOL2576,crtN,crtNMQIO,SigB,squalene synthase,1349.21,10.40,2.43,5.37,0.21,11.62,3.42803E-31,1.62E-30
USA300HOU_0212,SACOL0184,oppF_2,oppF_2,CymR,"oligopeptide ABC transporter, ATP-binding protein",625.73,9.29,2.42,5.34,0.17,14.01,1.36636E-44,9.18E-44
USA300HOU_0775,SACOL0811,USA300HOU_0775,SACOL0811,-,hypothetical protein,2223.23,11.12,2.40,5.29,0.18,13.64,2.46354E-42,1.54E-41
USA300HOU_0510,SACOL0563,USA300HOU_0510,SACOL0563,-,GntR family transcriptional regulator,168.61,7.40,2.40,5.29,0.31,7.87,3.67951E-15,1.04E-14
USA300HOU_1870,SACOL1933,pfpI,pfpI,SigB,intracellular protease,3809.06,11.90,2.40,5.26,0.20,12.06,1.67987E-33,8.55E-33
USA300HOU_1115,SACOL1189,USA300HOU_1115,SACOL1189,-,hypothetical protein,5715.25,12.48,2.39,5.25,0.15,16.14,1.41748E-58,1.24E-57
USA300HOU_1734,SACOL1794,USA300HOU_1734,murC ftsK pheT2 SACOL1793 SACOL1794 pepA1,-,thioredoxin,2451.82,11.26,2.38,5.22,0.15,15.85,1.3881E-56,1.17E-55
USA300HOU_2126,SACOL2129,deoC2,-,GraRS,deoxyribose-phosphate aldolase,2891.52,11.50,2.38,5.22,0.15,15.49,4.22531E-54,3.43E-53
USA300HOU_1932,SACOL1992,USA300HOU_1932,SACOL1992,-,hypothetical protein,2614.02,11.35,2.38,5.21,0.17,13.87,1.02221E-43,6.68E-43
USA300HOU_2557,SACOL2577,crtM,crtNMQIO,SigB,squalene desaturase,514.40,9.01,2.37,5.17,0.18,13.21,7.93605E-40,4.74E-39
USA300HOU_1923,SACOL1984,aldH,aldH,Rot,aldehyde dehydrogenase,3820.06,11.90,2.36,5.15,0.16,14.94,1.82992E-50,1.39E-49
USA300HOU_2149,SACOL2149,mtlD,mtlF mtlR mtlA mtlD,GraRS,mannitol-1-phosphate 5-dehydrogenase,1813.69,10.82,2.36,5.14,0.17,14.01,1.35072E-44,9.10E-44
USA300HOU_1810,SACOL1873,epiF,epiGEFPDCBA,SigB,"epidermin ABC transporter,  ATP-binding protein",590.09,9.20,2.36,5.13,0.22,10.93,8.50252E-28,3.60E-27
USA300HOU_0621,SACOL0671,USA300HOU_0621,SACOL0671,SigB,hydrolase,3049.77,11.57,2.36,5.13,0.16,15.15,7.3567E-52,5.73E-51
USA300HOU_0072,-,USA300HOU_0072,-,-,universal stress protein,3110.47,11.60,2.36,5.13,0.23,10.16,3.12894E-24,1.20E-23
USA300HOU_2394,SACOL2411,tcyB,tcyABC,CymR,"ABC transporter, membrane protein",9422.88,13.20,2.34,5.05,0.14,17.16,5.52011E-66,5.56E-65
USA300HOU_1775,SACOL1835,dkgB,dkgB,SarA,aldo/keto reductase,1413.92,10.47,2.33,5.02,0.14,16.19,6.05451E-59,5.35E-58
USA300HOU_0397,SACOL0446,USA300HOU_0397,SACOL0446,SigB,hypothetical membrane protein,13910.02,13.76,2.33,5.02,0.19,12.27,1.38063E-34,7.25E-34
USA300HOU_0102,SACOL0072,USA300HOU_0102,SACOL0072,-,hypothetical protein,628.52,9.30,2.33,5.02,0.16,14.51,1.0512E-47,7.55E-47
USA300HOU_2578,SACOL2600,USA300HOU_2578,SACOL2600 feoB_3 cobW_3,Zur,hypothetical protein,147.86,7.21,2.32,5.01,0.33,7.01,2.31531E-12,5.86E-12
USA300HOU_2199,SACOL2196,USA300HOU_2199,SACOL2196,GraRS,possible HAD superfamily hydrolase,661.85,9.37,2.31,4.97,0.16,14.52,8.49691E-48,6.12E-47
USA300HOU_0835,SACOL0872,ohr,ohr,SigB,OsmC/Ohr family protein,406.84,8.67,2.31,4.95,0.25,9.13,6.58678E-20,2.18E-19
USA300HOU_2537,-,USA300HOU_2537,-,-,hypothetical protein,375.10,8.55,2.30,4.93,0.20,11.25,2.28355E-29,1.03E-28
USA300HOU_0447,SACOL0486,lpl2,lpl2 SACOL0487 SACOL0488 SACOL0489,TraP,staphylococcal tandem lipoprotein,690.75,9.43,2.30,4.93,0.17,13.26,3.77591E-40,2.26E-39
USA300HOU_1725,SACOL1786,ccpA,ccpA,CcpA,catabolite control protein A,9429.02,13.20,2.29,4.90,0.13,17.67,7.41741E-70,8.00E-69
USA300HOU_2541,SACOL2562,adaB,adaB,-,methylated-DNA--protein-cysteine methyltransferase,1576.99,10.62,2.29,4.89,0.23,10.07,7.68219E-24,2.91E-23
USA300HOU_0900,SACOL0942,USA300HOU_0900,SACOL0942 sufA,-,hypothetical protein,1670.87,10.71,2.29,4.88,0.16,14.71,5.4263E-49,4.04E-48
USA300HOU_1067,SACOL1143,isdE,isdABCDEFG,Fur,"hemoglobin iron ABC transporter, lipoprotein IsdE",264.97,8.05,2.28,4.87,0.22,10.39,2.70712E-25,1.06E-24
USA300HOU_2538,SACOL2559,USA300HOU_2538,SACOL2559,-,hypothetical protein,894.13,9.80,2.28,4.87,0.21,10.99,4.41484E-28,1.90E-27
USA300HOU_2143,SACOL2143,USA300HOU_2143,SACOL2143 SACOL2144,CodY,hypothetical protein,3852.47,11.91,2.28,4.86,0.14,16.74,6.44954E-63,6.19E-62
USA300HOU_0207,SACOL0179,USA300HOU_0207,SACOL0176 murQ murP SACOL0179,CcpA,RpiR family phosphosugar-binding transcriptional regulator,504.85,8.98,2.28,4.85,0.22,10.45,1.47425E-25,5.84E-25
USA300HOU_1693,SACOL1754,USA300HOU_1693,SACOL1754,-,putative metal-dependent hydrolase,4831.61,12.24,2.28,4.84,0.18,12.86,7.78175E-38,4.46E-37
USA300HOU_0451,SACOL0490,USA300HOU_0451,SACOL0490,-,hypothetical protein,269.26,8.07,2.27,4.81,0.21,10.72,7.92666E-27,3.29E-26
USA300HOU_0650,SACOL0687,USA300HOU_0650,SACOL0687,-,Na+/H+ antiporter,7881.25,12.94,2.26,4.80,0.15,15.56,1.31945E-54,1.08E-53
USA300HOU_0135,SACOL0108,sbnl,sbnABCDEFGHI,Fur,hypothetical protein,501.60,8.97,2.26,4.78,0.20,11.37,6.06198E-30,2.78E-29
USA300HOU_2311,SACOL2324,hutU,hutI hutU,CcpA,urocanate hydratase,480.80,8.91,2.26,4.78,0.22,10.43,1.76353E-25,6.96E-25
USA300HOU_1466,-,USA300HOU_1466,-,-,hypothetical protein,17.12,4.10,2.26,4.78,0.72,3.13,0.001749491,2.65E-03
USA300HOU_1694,SACOL1756,pepQ,pepQ,-,proline dipeptidase,3233.08,11.66,2.25,4.77,0.15,15.20,3.63174E-52,2.85E-51
USA300HOU_1893,SACOL1954,polC,polC,-,"Exonuclease, RNase T and DNA polymerase III",1473.44,10.52,2.24,4.74,0.16,13.88,8.18576E-44,5.36E-43
USA300HOU_1983,-,USA300HOU_1983,-,-,phiPV083 ORF027-like protein,26.27,4.72,2.24,4.73,0.52,4.29,1.79051E-05,3.15E-05
USA300HOU_1469,-,USA300HOU_1469,-,-,hypothetical bacteriophage protein,8.81,3.14,2.24,4.72,1.04,2.16,0.031126089,4.15E-02
USA300HOU_0473,SACOL0515,gltD,gltB gltD,MgrA,glutamate synthase (NADPH) small subunit,8420.34,13.04,2.23,4.69,0.19,11.85,2.06211E-32,1.01E-31
USA300HOU_1301,SACOL1402,USA300HOU_1301,SACOL1402,-,glutamyl aminopeptidase,2491.85,11.28,2.22,4.65,0.14,15.50,3.51141E-54,2.86E-53
USA300HOU_0759,SACOL0796,sstA,sstABCD,Fur,siderophore-Fe(III) ABC transporter permease,778.34,9.60,2.21,4.63,0.15,14.46,2.0275E-47,1.44E-46
USA300HOU_0936,SACOL0982,USA300HOU_0936,leuA2 SACOL0982 SACOL0983 SACOL0984,-,Sua5/YciO/YrdC/YwlC family protein,89.24,6.48,2.21,4.62,0.32,6.86,6.75808E-12,1.68E-11
USA300HOU_1658,-,USA300HOU_1658,-,-,hypothetical protein,537.82,9.07,2.20,4.61,0.18,12.02,2.67624E-33,1.35E-32
USA300HOU_0747,SACOL0784,hisC,hisC,HisR,histidinol-phosphate aminotransferase,1523.91,10.57,2.20,4.61,0.19,11.39,4.75625E-30,2.20E-29
USA300HOU_2470,SACOL2488,bdhA,bdhA,-,putative short chain dehydrogenase,1876.96,10.87,2.20,4.60,0.15,14.68,8.37831E-49,6.17E-48
USA300HOU_0956,SACOL1003,trfA,trfA,SarA,adaptor protein,9416.10,13.20,2.20,4.59,0.14,16.13,1.68971E-58,1.47E-57
USA300HOU_0760,SACOL0797,sstB,sstABCD,Fur,siderophore-Fe(III) ABC transporter permease,773.00,9.59,2.20,4.59,0.19,11.38,5.46423E-30,2.52E-29
USA300HOU_0344,SACOL0394,USA300HOU_0344,SACOL0394 gcvH-L SACOL0396 sirTM lplA2,-,hypothetical protein,1025.68,10.00,2.19,4.56,0.18,12.48,1.01912E-35,5.50E-35
USA300HOU_1045,SACOL1113,USA300HOU_1045,SACOL1113,-,hypothetical protein,2372.82,11.21,2.19,4.55,0.15,14.68,8.92918E-49,6.54E-48
USA300HOU_1848,SACOL1911,USA300HOU_1848,SACOL1911 SACOL1912,SigB,hypothetical protein,3447.87,11.75,2.19,4.55,0.17,13.17,1.29766E-39,7.73E-39
USA300HOU_2193,SACOL2192,akr5F,akr5F,GraRS,"oxidoreductase, aldo/keto reductase",904.51,9.82,2.18,4.52,0.20,11.12,1.02865E-28,4.53E-28
USA300HOU_0213,SACOL0185,oppB,oppB SACOL0186 rlp ggt,MgrA,putative transport system permease,74.00,6.21,2.18,4.52,0.34,6.36,2.08204E-10,4.81E-10
